"ID","Meal.Plan.Description","Term.Session.Description","Room.Location.Description","Price.Year"
317147949,"Gold","Spring 2024","Off Campus",4570
367297990,"Campanile","Spring 2024","Frederiksen Court",3740
417417130,"Gold","Spring 2024","Buchanan Hall",4570
447717473,"25 Meal Blocks","Spring 2024","Off Campus",320
447097791,"25 Meal Blocks","Spring 2024","Frederiksen Court",320
447097791,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
437107800,"Campanile","Spring 2024","Frederiksen Court",3740
467177844,"50 Meal Blocks","Spring 2024","Frederiksen Court",625
457727999,"100 Meal Blocks","Spring 2024","Off Campus",1225
577557255,"Cardinal","Spring 2024","Friley Hall",4864
537627342,"Cardinal","Spring 2024","Maple Hall",4864
537657372,"Cardinal","Spring 2024","Willow Hall",4864
517167928,"100 Meal Blocks","Spring 2024","Off Campus",1225
547367973,"Cardinal","Spring Only 2024","Helser Hall",NA
577257935,"Gold","Spring 2024","Lyon Hall",4570
597287973,"Cardinal","Spring 2024","Helser Hall",4864
647307021,"100 Meal Blocks","Spring 2024","Off Campus",1225
607337124,"Cardinal","Spring 2024","Wilson Hall",4864
667597264,"50 Meal Blocks","Spring 2024","Off Campus",625
677647331,"Cardinal","Spring 2024","Geoffroy Hall",4864
607657444,"Cardinal","Spring 2024","Larch Hall",4864
637107882,"Cardinal","Spring 2024","Friley Hall",4864
687217996,"Cardinal","Spring 2024","Linden Hall",4864
707337168,"Cardinal","Spring 2024","Friley Hall",4864
757777384,"Gold","Spring 2024","Willow Hall",4570
707857684,"Cardinal","Spring 2024","Wallace Hall",4864
737387857,"Cardinal","Spring 2024","Wilson Hall",4864
897327078,"Cardinal","Spring 2024","Buchanan Hall",4864
817347107,"Gold","Spring 2024","Geoffroy Hall",4570
807427264,"Campanile","Spring 2024","Frederiksen Court",3740
877567265,"Campanile","Spring 2024","Off Campus",3740
887617396,"Cardinal","Spring 2024","Buchanan Hall",4864
807817412,"Cardinal","Spring 2024","Helser Hall",4864
837987589,"Gold","Spring 2024","Lyon Hall",4570
847807502,"Cardinal","Spring 2024","Wilson Hall",4864
887887544,"Gold","Spring 2024","Oak Hall",4570
877357924,"Campanile","Spring 2024","Off Campus",3740
947477161,"Campanile","Spring 2024","Frederiksen Court",3740
917527290,"Gold","Spring 2024","Maple Hall",4570
987507256,"Cardinal","Spring 2024","Larch Hall",4864
987687325,"Cardinal","Spring 2024","Martin Hall",4864
997687317,"Gold","Spring 2024","Friley Hall",4570
947797547,"Gold","Spring 2024","Off Campus",4570
947817562,"Cardinal","Spring 2024","Friley Hall",4864
977027791,"Campanile","Spring 2024","Frederiksen Court",3740
907167994,"Cardinal","Spring 2024","Larch Hall",4864
967197908,"Cardinal","Spring 2024","Birch Hall",4864
47368082,"Gold","Spring 2024","Buchanan Hall",4570
57558273,"Cardinal","Spring 2024","Eaton Hall",4864
7648484,"25 Meal Blocks","Spring 2024","Off Campus",320
37718400,"Cardinal","Spring 2024","Geoffroy Hall",4864
67718413,"Cardinal","Spring 2024","Birch Hall",4864
97778402,"Cardinal","Spring 2024","Lyon Hall",4864
57078742,"Cardinal","Spring 2024","Elm Hall",4864
107298017,"Cardinal","Spring 2024","Larch Hall",4864
147488172,"Cardinal","Spring 2024","Helser Hall",4864
157468183,"Cardinal","Spring 2024","Eaton Hall",4864
187508226,"Cardinal","Spring 2024","Friley Hall",4864
137368408,"Cardinal","Spring 2024","Geoffroy Hall",4864
117778567,"Cardinal","Spring 2024","Martin Hall",4864
187888515,"Campanile","Spring 2024","Off Campus",3740
117878699,"Gold","Spring 2024","Eaton Hall",4570
177918624,"Gold","Spring 2024","Geoffroy Hall",4570
177948675,"Cardinal","Spring 2024","Larch Hall",4864
147118810,"Cardinal","Spring 2024","Larch Hall",4864
157228992,"Gold","Spring 2024","Lyon Hall",4570
207328184,"Cardinal","Spring 2024","Buchanan Hall",4864
237658112,"Cardinal","Spring 2024","Friley Hall",4864
237558291,"Gold","Spring 2024","University Village",4570
297648393,"Cardinal","Spring 2024","Maple Hall",4864
247708400,"Campanile","Spring 2024","Off Campus",3740
287768475,"Cardinal","Spring 2024","Wilson Hall",4864
227738599,"Cardinal","Spring 2024","Off Campus",4864
247798587,"Cardinal","Spring 2024","Helser Hall",4864
357528252,"Cardinal","Spring 2024","Geoffroy Hall",4864
337578389,"Campanile","Spring 2024","Frederiksen Court",3740
337538397,"Cardinal","Spring 2024","Birch Hall",4864
367648323,"Cardinal","Spring 2024","Helser Hall",4864
327638479,"Cardinal","Spring 2024","Maple Hall",4864
357688448,"Campanile","Spring 2024","Frederiksen Court",3740
377728404,"Cardinal","Spring 2024","Lyon Hall",4864
367988692,"25 Meal Blocks","Spring 2024","University Village",320
347008741,"Cardinal","Spring 2024","Birch Hall",4864
447378059,"Cardinal","Spring 2024","Willow Hall",4864
417388188,"Gold","Spring 2024","Buchanan Hall",4570
407628370,"Cardinal","Spring 2024","Maple Hall",4864
427668408,"Gold","Spring 2024","Friley Hall",4570
467248902,"Cardinal","Spring 2024","Elm Hall",4864
487218936,"Gold","Spring 2024","Wilson Hall",4570
537418181,"Gold","Spring 2024","Helser Hall",4570
587458155,"Cardinal","Spring 2024","Friley Hall",4864
547458277,"Gold","Spring 2024","Helser Hall",4570
577588254,"Cardinal","Spring 2024","Friley Hall",4864
517728411,"Campanile","Spring 2024","Off Campus",3740
577768485,"Cardinal","Spring 2024","Friley Hall",4864
567958613,"Cardinal","Spring 2024","Oak Hall",4864
547268981,"Cardinal","Spring 2024","Willow Hall",4864
567248923,"Cardinal","Spring 2024","Maple Hall",4864
577938931,"Gold","Spring 2024","Friley Hall",4570
687428196,"Cardinal","Spring 2024","Friley Hall",4864
637648371,"Campanile","Spring 2024","Off Campus",3740
607638478,"Gold","Spring 2024","Friley Hall",4570
647798460,"Campanile","Spring 2024","Martin Hall",3740
687708404,"25 Meal Blocks","Spring 2024","Off Campus",320
687708404,"50 Meal Blocks","Spring 2024","Off Campus",625
617768516,"Cardinal","Spring 2024","Friley Hall",4864
657778558,"Cardinal","Spring 2024","Helser Hall",4864
637918706,"Cardinal","Spring 2024","Eaton Hall",4864
637048730,"Cardinal","Spring 2024","Geoffroy Hall",4864
667988779,"Cardinal","Spring 2024","Geoffroy Hall",4864
677068754,"Campanile","Spring 2024","Off Campus",3740
627148890,"25 Meal Blocks","Spring 2024","Frederiksen Court",320
727278029,"Cardinal","Spring 2024","Wilson Hall",4864
767438144,"Cardinal","Spring 2024","Willow Hall",4864
787538231,"Cardinal","Spring 2024","Friley Hall",4864
737638320,"Cardinal","Spring 2024","Buchanan Hall",4864
777678343,"Campanile","Spring 2024","Frederiksen Court",3740
727708480,"Cardinal","Spring 2024","Friley Hall",4864
717728598,"Cardinal","Spring 2024","Helser Hall",4864
737248749,"Cardinal","Spring 2024","Oak Hall",4864
727058838,"Campanile","Spring 2024","Off Campus",3740
797288915,"Campanile","Spring 2024","Maple Hall",3740
817448254,"Campanile","Spring 2024","Off Campus",3740
857818512,"Cardinal","Spring 2024","Willow Hall",4864
887078621,"Cardinal","Spring 2024","Roberts Hall",4864
827958759,"Gold","Spring 2024","Helser Hall",4570
847058740,"Gold","Spring 2024","Helser Hall",4570
887088755,"Campanile","Spring 2024","Eaton Hall",3740
817168989,"Gold","Spring 2024","Geoffroy Hall",4570
837288950,"Cardinal","Spring 2024","Martin Hall",4864
997508205,"Campanile","Spring 2024","Frederiksen Court",3740
997828278,"Gold","Spring 2024","Larch Hall",4570
977168884,"Gold","Spring 2024","Martin Hall",4570
907108994,"Cardinal","Spring 2024","Geoffroy Hall",4864
57789266,"Gold","Spring 2024","Larch Hall",4570
77499229,"Campanile","Spring 2024","University Village",3740
97629352,"Campanile","Spring 2024","Frederiksen Court",3740
17709534,"Campanile","Spring 2024","University Village",3740
57749507,"Cardinal","Spring 2024","Maple Hall",4864
87019775,"Cardinal","Spring 2024","Eaton Hall",4864
147349044,"Cardinal","Spring 2024","Larch Hall",4864
127269463,"Cardinal","Spring 2024","Roberts Hall",4864
197839535,"Cardinal","Spring 2024","Geoffroy Hall",4864
207319166,"Cardinal","Spring 2024","Off Campus",4864
287439175,"Gold","Spring Only 2024","Friley Hall",NA
297459154,"Campanile","Spring 2024","Frederiksen Court",3740
267799421,"Cardinal","Spring 2024","Larch Hall",4864
287909675,"Cardinal","Spring 2024","Friley Hall",4864
237039730,"Campanile","Spring 2024","Frederiksen Court",3740
237939769,"Cardinal","Spring 2024","Oak Hall",4864
257529705,"Gold","Spring 2024","Eaton Hall",4570
277969719,"Cardinal","Spring 2024","Geoffroy Hall",4864
207179926,"Campanile","Spring 2024","Off Campus",3740
327219059,"Campanile","Spring 2024","University Village",3740
337429286,"Gold","Spring 2024","Willow Hall",4570
347479205,"Cardinal","Spring Only 2024","Off Campus",NA
377779473,"Cardinal","Spring 2024","Maple Hall",4864
387829565,"Cardinal","Spring 2024","Friley Hall",4864
307839687,"Gold","Spring 2024","Geoffroy Hall",4570
377159824,"Cardinal","Spring 2024","Friley Hall",4864
497609372,"Cardinal","Spring 2024","Geoffroy Hall",4864
477669479,"Cardinal","Spring 2024","Frederiksen Court",4864
417719597,"Campanile","Spring 2024","University Village",3740
497089713,"Cardinal","Spring 2024","Geoffroy Hall",4864
497089761,"50 Meal Blocks","Spring 2024","Off Campus",625
577329073,"100 Meal Blocks","Spring 2024","Off Campus",1225
587469193,"Gold","Spring 2024","Buchanan Hall",4570
597469144,"Cardinal","Spring 2024","Larch Hall",4864
577539232,"Campanile","Spring 2024","Frederiksen Court",3740
547849626,"Campanile","Spring 2024","Off Campus",3740
507459721,"Gold","Spring 2024","Willow Hall",4570
507109947,"Campanile","Spring 2024","Wilson Hall",3740
557259982,"Cardinal","Spring 2024","Helser Hall",4864
607449232,"Gold","Spring 2024","Off Campus",4570
677749413,"Gold","Spring 2024","Helser Hall",4570
627839624,"25 Meal Blocks","Spring 2024","Off Campus",320
617959798,"Gold","Spring 2024","Maple Hall",4570
657949737,"50 Meal Blocks","Spring 2024","Off Campus",625
767389051,"Cardinal","Spring 2024","Friley Hall",4864
717719507,"Cardinal","Spring 2024","Willow Hall",4864
757739547,"Cardinal","Spring 2024","Friley Hall",4864
787859544,"Cardinal","Spring 2024","Friley Hall",4864
707809636,"Gold","Spring 2024","Larch Hall",4570
797029725,"Gold","Spring 2024","Oak Hall",4570
777189873,"Cardinal","Spring 2024","Friley Hall",4864
787139863,"Campanile","Spring 2024","Frederiksen Court",3740
737199928,"Cardinal","Spring 2024","Helser Hall",4864
807359152,"Cardinal","Spring 2024","Oak Hall",4864
847479170,"Gold","Spring 2024","Geoffroy Hall",4570
887499173,"Cardinal","Spring 2024","Willow Hall",4864
897499124,"Cardinal","Spring 2024","Helser Hall",4864
837649479,"Gold","Spring 2024","Oak Hall",4570
857259417,"Cardinal","Spring 2024","Larch Hall",4864
827859658,"Campanile","Spring 2024","Off Campus",3740
837829618,"Campanile","Spring 2024","Maple Hall",3740
857989681,"Cardinal","Spring 2024","Friley Hall",4864
867079761,"Cardinal","Spring 2024","Willow Hall",4864
817089897,"Cardinal","Spring 2024","Eaton Hall",4864
827009854,"Gold","Spring 2024","Maple Hall",4570
887129834,"Cardinal","Spring 2024","Wallace Hall",4864
817159973,"Gold","Spring 2024","Friley Hall",4570
837119988,"Cardinal","Spring 2024","Elm Hall",4864
917239047,"Cardinal","Spring 2024","Larch Hall",4864
947319062,"Campanile","Spring 2024","Off Campus",3740
987439183,"Gold","Spring 2024","Willow Hall",4570
907459410,"Cardinal","Spring 2024","Eaton Hall",4864
917649457,"Campanile","Spring 2024","Frederiksen Court",3740
957699456,"Campanile","Spring 2024","Lyon Hall",3740
977739473,"Cardinal","Spring 2024","Helser Hall",4864
927779567,"Cardinal","Spring 2024","Friley Hall",4864
927859658,"Cardinal","Spring 2024","Wilson Hall",4864
967959662,"Campanile","Spring 2024","Off Campus",3740
937159939,"Cardinal","Spring 2024","Larch Hall",4864
48250086,"Cardinal","Spring 2024","Buchanan Hall",4864
68360021,"Cardinal","Spring 2024","Geoffroy Hall",4864
78540223,"Cardinal","Spring 2024","Martin Hall",4864
18680406,"Campanile","Spring Only 2024","Frederiksen Court",NA
48660479,"100 Meal Blocks","Spring 2024","Frederiksen Court",1225
48790565,"Cardinal","Spring 2024","Elm Hall",4864
78880593,"Cardinal","Spring 2024","Wilson Hall",4864
18800623,"Gold","Spring 2024","Frederiksen Court",4570
78910663,"Gold","Spring 2024","Helser Hall",4570
38030808,"Cardinal","Spring 2024","Larch Hall",4864
168460131,"Gold","Spring 2024","University Village",4570
128760558,"Cardinal","Spring 2024","Geoffroy Hall",4864
108960701,"Cardinal","Spring 2024","Geoffroy Hall",4864
158950709,"Cardinal","Spring 2024","Welch Hall",4864
128060868,"Gold","Spring 2024","Friley Hall",4570
138070834,"25 Meal Blocks","Spring 2024","Off Campus",320
138130907,"Campanile","Spring 2024","Frederiksen Court",3740
268720099,"Gold","Spring 2024","Birch Hall",4570
208530366,"Cardinal","Spring 2024","Geoffroy Hall",4864
238620469,"Campanile","Spring 2024","Off Campus",3740
228800654,"Campanile","Spring 2024","University Village",3740
218220995,"Cardinal","Spring 2024","Geoffroy Hall",4864
278210953,"Gold","Spring 2024","Larch Hall",4570
398500282,"25 Meal Blocks","Spring 2024","Off Campus",320
398500282,"25 Meal Blocks","Spring 2024","Off Campus",320
358800341,"Cardinal","Spring Only 2024","Lyon Hall",NA
348660409,"Gold","Spring 2024","Geoffroy Hall",4570
348690445,"Gold","Spring 2024","Willow Hall",4570
358780569,"Gold","Spring 2024","Frederiksen Court",4570
348190881,"Cardinal","Spring 2024","Martin Hall",4864
358040806,"Cardinal","Spring 2024","Geoffroy Hall",4864
358180891,"Cardinal","Spring 2024","Elm Hall",4864
308340901,"Cardinal","Spring 2024","Helser Hall",4864
368280962,"Cardinal","Spring 2024","Helser Hall",4864
408550311,"Campanile","Spring 2024","Off Campus",3740
438650418,"Cardinal","Spring 2024","Birch Hall",4864
458700506,"25 Meal Blocks","Spring 2024","Off Campus",320
478860541,"50 Meal Blocks","Spring 2024","Off Campus",625
458990690,"Cardinal","Spring 2024","Geoffroy Hall",4864
478990652,"Campanile","Spring 2024","Wilson Hall",3740
448060835,"Cardinal","Spring 2024","Friley Hall",4864
548480249,"Campanile","Spring 2024","Off Campus",3740
598620355,"Cardinal","Spring 2024","Birch Hall",4864
508730524,"Campanile","Spring 2024","Off Campus",3740
508770545,"Campanile","Spring 2024","Linden Hall",3740
578740568,"Campanile","Spring 2024","Off Campus",3740
598820540,"Cardinal","Spring 2024","Maple Hall",4864
538170985,"Cardinal","Spring 2024","Frederiksen Court",4864
548150966,"Campanile","Spring 2024","Frederiksen Court",3740
668820039,"Gold","Spring 2024","Welch Hall",4570
658440160,"Gold","Spring 2024","Welch Hall",4570
678400103,"Cardinal","Spring 2024","Eaton Hall",4864
688460194,"Cardinal","Spring 2024","Buchanan Hall",4864
628790577,"Campanile","Spring 2024","Off Campus",3740
668890571,"Cardinal","Spring 2024","Friley Hall",4864
638860648,"Cardinal","Spring 2024","Eaton Hall",4864
608070886,"Cardinal","Spring 2024","Helser Hall",4864
638110938,"Cardinal","Spring 2024","Eaton Hall",4864
718440120,"Campanile","Spring Only 2024","University Village",NA
728450205,"Gold","Spring 2024","Off Campus",4570
728430233,"Campanile","Spring 2024","Frederiksen Court",3740
708740556,"Cardinal","Spring 2024","Martin Hall",4864
788880563,"Gold","Spring 2024","Geoffroy Hall",4570
768930640,"Gold","Spring 2024","Larch Hall",4570
778890627,"Gold","Spring 2024","Geoffroy Hall",4570
778890698,"Cardinal","Spring 2024","Welch Hall",4864
718090825,"Cardinal","Spring 2024","Friley Hall",4864
868670360,"Campanile","Spring 2024","Friley Hall",3740
888570318,"50 Meal Blocks","Spring 2024","Off Campus",625
888620374,"Cardinal","Spring 2024","Wilson Hall",4864
848180818,"Cardinal","Spring 2024","Eaton Hall",4864
948260066,"Cardinal","Spring 2024","Helser Hall",4864
908470230,"50 Meal Blocks","Spring 2024","Off Campus",625
968540211,"Cardinal","Spring 2024","Geoffroy Hall",4864
998650360,"Cardinal","Spring 2024","Freeman Hall",4864
918740552,"Gold","Spring 2024","Eaton Hall",4570
948040808,"Cardinal","Spring 2024","Elm Hall",4864
968170851,"Cardinal","Spring 2024","Maple Hall",4864
938100918,"Cardinal","Spring 2024","Geoffroy Hall",4864
48251079,"Campanile","Spring 2024","Frederiksen Court",3740
68491110,"Gold","Spring 2024","Wilson Hall",4570
18451213,"Cardinal","Spring 2024","Oak Hall",4864
68541251,"Gold","Spring 2024","Eaton Hall",4570
98601370,"Cardinal","Spring 2024","Friley Hall",4864
48671419,"Cardinal","Spring 2024","Friley Hall",4864
48831659,"Cardinal","Spring 2024","Eaton Hall",4864
88921633,"Cardinal","Spring 2024","Oak Hall",4864
98041648,"Campanile","Spring 2024","Wilson Hall",3740
38941718,"Cardinal","Spring 2024","Off Campus",4864
28021836,"Gold","Spring 2024","Friley Hall",4570
78231920,"Campanile","Spring 2024","Off Campus",3740
128341116,"Cardinal","Spring 2024","Maple Hall",4864
138411267,"Gold","Spring 2024","Friley Hall",4570
178511232,"Gold","Spring 2024","Buchanan Hall",4570
198601200,"Cardinal","Spring 2024","Off Campus",4864
168741490,"100 Meal Blocks","Spring 2024","Frederiksen Court",1225
138061813,"Campanile","Spring 2024","Frederiksen Court",3740
238381127,"Cardinal","Spring 2024","Helser Hall",4864
248351189,"Cardinal","Spring Only 2024","Lyon Hall",NA
258381129,"Cardinal","Spring 2024","Eaton Hall",4864
298451194,"Cardinal","Spring 2024","Willow Hall",4864
238691485,"Campanile","Spring 2024","Off Campus",3740
258771519,"Cardinal","Spring 2024","Maple Hall",4864
258791528,"Cardinal","Spring 2024","Linden Hall",4864
278831678,"Campanile","Spring 2024","Frederiksen Court",3740
208041855,"Cardinal","Spring 2024","Linden Hall",4864
308241000,"Campanile","Spring 2024","Off Campus",3740
328261046,"Campanile","Spring 2024","Wallace Hall",3740
388491182,"Cardinal","Spring 2024","Helser Hall",4864
378531202,"Cardinal","Spring 2024","Friley Hall",4864
358681475,"Gold","Spring 2024","Off Campus",4570
388751518,"Gold","Spring 2024","Larch Hall",4570
338871626,"Campanile","Spring 2024","Buchanan Hall",3740
398911624,"Cardinal","Spring 2024","Wilson Hall",4864
328981726,"Gold","Spring 2024","Friley Hall",4570
368081819,"Campanile","Spring 2024","Wilson Hall",3740
338201919,"25 Meal Blocks","Spring 2024","Off Campus",320
438361106,"Gold","Spring 2024","Larch Hall",4570
428521387,"Cardinal","Spring 2024","Wilson Hall",4864
498551329,"Gold","Spring 2024","Linden Hall",4570
488731453,"Gold","Spring 2024","Maple Hall",4570
498731494,"Cardinal","Spring 2024","Friley Hall",4864
448781554,"Cardinal","Spring 2024","Elm Hall",4864
458091780,"Gold","Spring 2024","Martin Hall",4570
438031898,"Cardinal","Spring 2024","Buchanan Hall",4864
458001809,"Cardinal","Spring 2024","Eaton Hall",4864
